,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Total_Income,Income_Level,Prop_Area_Semiurban,Prop_Area_Urban
261,LP001868,1.0,0,0,1,0,4.897839799950911,360.0,1.0,1.0,8.359134886757962,1,1,0
262,LP001870,0.0,0,1,1,0,5.043425116919247,36.0,1.0,0.0,8.15507488781144,1,1,0
263,LP001871,0.0,0,0,1,0,4.787491742782046,360.0,1.0,1.0,8.881836305004146,1,0,0
264,LP001872,1.0,0,0,1,1,4.852030263919617,360.0,1.0,1.0,8.549853973655786,1,1,0
265,LP001875,1.0,0,0,1,0,5.017279836814924,360.0,1.0,1.0,8.928242677818302,1,0,0
266,LP001877,1.0,1,2,1,0,5.0106352940962555,360.0,1.0,1.0,8.715224041915372,1,1,0
267,LP001882,1.0,1,3,1,0,5.075173815233827,360.0,0.0,1.0,8.723231274827508,1,0,1
268,LP001883,0.0,0,0,1,0,4.90527477843843,360.0,1.0,0.0,8.136810863675537,1,0,0
269,LP001884,0.0,0,1,1,0,4.499809670330265,360.0,1.0,1.0,8.397508348470257,1,0,1
270,LP001888,0.0,0,0,1,0,3.8,360.0,1.0,1.0,8.082402253926244,1,0,1
271,LP001891,1.0,1,0,1,0,4.912654885736052,360.0,1.0,1.0,9.318835968129482,2,0,1
272,LP001892,1.0,0,0,1,0,4.836281906951478,360.0,1.0,1.0,8.453187861440325,1,0,0
273,LP001894,1.0,1,0,1,0,5.0106352940962555,360.0,1.0,1.0,8.48528964240323,1,1,0
274,LP001896,1.0,1,2,1,0,4.499809670330265,360.0,1.0,1.0,8.268731832117737,1,1,0
275,LP001900,1.0,1,1,1,0,4.74493212836325,360.0,1.0,1.0,8.432070937999402,1,1,0
276,LP001903,1.0,1,0,1,0,5.332718793265369,360.0,1.0,1.0,8.891098830616636,1,1,0
277,LP001904,1.0,1,0,1,0,4.382026634673881,360.0,1.0,1.0,8.390041405755754,1,0,1
278,LP001907,1.0,1,0,1,0,5.8,360.0,1.0,1.0,9.587611745713565,2,1,0
279,LP001908,0.0,1,0,0,0,4.820281565605037,360.0,0.7,1.0,8.318742252692399,1,0,0
280,LP001910,1.0,0,1,0,1,5.062595033026967,360.0,0.0,0.0,8.776321456449958,1,0,1
281,LP001914,1.0,1,0,1,0,4.718498871295094,360.0,1.0,1.0,8.461046030793236,1,1,0
282,LP001915,1.0,1,2,1,0,4.356708826689592,180.0,1.0,1.0,8.097669722345216,1,0,1
283,LP001917,0.0,0,0,1,0,3.9889840465642745,360.0,1.0,1.0,8.153925132007862,1,0,1
284,LP001922,1.0,1,0,1,0,5.713952803310279,360.0,1.0,0.0,9.8,3,0,0
285,LP001924,1.0,0,0,1,0,4.48863636973214,360.0,1.0,1.0,8.734077192559303,1,0,0
286,LP001925,0.0,0,0,1,1,4.59511985013459,300.0,1.0,0.0,8.370315995555478,1,1,0
287,LP001926,1.0,1,0,1,0,4.787491742782046,360.0,1.0,1.0,8.648922962094131,1,0,0
288,LP001931,0.0,0,0,1,0,4.74493212836325,360.0,1.0,1.0,8.32457884513685,1,1,0
289,LP001935,1.0,0,0,1,0,5.231108616854587,360.0,1.0,1.0,9.159888828480085,1,0,0
290,LP001936,1.0,1,0,1,0,4.9344739331306915,360.0,1.0,1.0,8.610865667278873,1,0,0
291,LP001938,1.0,1,2,1,0,4.844187086458591,360.0,0.0,0.0,8.389359819906353,1,1,0
292,LP001940,1.0,1,2,1,0,4.897839799950911,360.0,1.0,1.0,8.45807992692373,1,0,1
293,LP001945,0.0,0,0,1,0,4.962844630259907,480.0,0.0,0.0,8.597297435657898,1,0,1
294,LP001947,1.0,1,0,1,0,5.147494476813453,360.0,1.0,1.0,8.651199471263972,1,1,0
295,LP001949,1.0,1,3,1,0,4.700480365792417,360.0,1.0,1.0,8.642238680390461,1,0,1
296,LP001953,1.0,1,1,1,0,5.298317366548036,360.0,1.0,1.0,8.835646922534773,1,1,0
297,LP001954,0.0,1,1,1,0,4.90527477843843,360.0,1.0,1.0,8.448057452581375,1,0,1
298,LP001955,0.0,0,0,1,0,5.017279836814924,480.0,1.0,0.0,8.928110078202646,1,0,0
299,LP001963,1.0,1,1,1,0,4.727387818712341,360.0,1.0,0.0,8.504918160540624,1,0,1
300,LP001964,1.0,1,0,0,0,4.532599493153256,360.0,0.0,0.0,8.46252579007393,1,0,1
301,LP001972,1.0,1,0,0,0,4.653960350157523,360.0,1.0,1.0,8.439231649946526,1,1,0
302,LP001974,0.0,0,0,1,0,4.882801922586371,360.0,1.0,1.0,8.517193191416238,1,0,0
303,LP001977,1.0,1,1,1,0,4.564348191467836,360.0,1.0,1.0,8.13973227971767,1,0,1
304,LP001978,1.0,0,0,1,0,4.941642422609304,360.0,1.0,1.0,8.779557455883728,1,0,0
305,LP001990,1.0,0,0,0,0,4.844187086458591,360.0,1.0,0.0,7.600902459542082,1,0,1
306,LP001993,0.0,0,0,1,0,4.90527477843843,360.0,1.0,1.0,8.59932602095476,1,0,0
307,LP001994,0.0,0,0,1,0,4.6443908991413725,360.0,0.0,0.0,8.35772841676521,1,0,1
308,LP001996,1.0,0,0,1,0,5.8,360.0,1.0,0.0,9.8,3,0,0
309,LP001998,1.0,1,2,0,0,5.220355825078324,360.0,0.7,1.0,8.944680683558895,1,0,0
310,LP002002,0.0,0,0,1,0,4.430816798843313,360.0,1.0,1.0,7.978310969867722,1,1,0
311,LP002004,1.0,0,0,0,0,4.709530201312334,360.0,1.0,1.0,8.5814816812986,1,1,0
312,LP002006,0.0,0,0,1,0,4.02535169073515,360.0,1.0,1.0,7.826842098158293,1,0,0
313,LP002008,1.0,1,2,1,1,4.969813299576001,84.0,0.7,1.0,8.656259239539235,1,0,0
314,LP002024,-1.0,1,0,1,0,5.0689042022202315,360.0,1.0,0.0,8.370084326378025,1,0,0
315,LP002031,1.0,1,1,0,0,4.709530201312334,180.0,1.0,1.0,8.524962928680598,1,0,1
316,LP002035,1.0,1,2,1,0,4.787491742782046,360.0,1.0,1.0,8.220672170297252,1,1,0
317,LP002036,1.0,1,0,1,0,4.477336814478207,360.0,0.7,1.0,8.340933226000878,1,0,1
318,LP002043,0.0,0,1,1,0,4.718498871295094,360.0,0.7,1.0,8.172164452111904,1,1,0
319,LP002050,1.0,1,1,1,1,5.043425116919247,360.0,1.0,0.0,9.210340371976184,1,0,0
320,LP002051,1.0,1,0,1,0,4.74493212836325,360.0,1.0,1.0,8.426611813185,1,1,0
321,LP002053,1.0,1,3,1,0,4.820281565605037,360.0,1.0,1.0,8.418697944667139,1,1,0
322,LP002054,1.0,1,2,0,0,4.844187086458591,360.0,1.0,1.0,8.55468163582723,1,0,0
323,LP002055,0.0,0,0,1,0,4.882801922586371,360.0,0.7,1.0,8.724369949208368,1,0,0
324,LP002065,1.0,1,3,1,0,5.703782474656201,360.0,1.0,1.0,9.615805480084347,2,0,0
325,LP002067,1.0,1,1,1,1,5.8,360.0,0.0,0.0,9.521421537856195,2,0,0
326,LP002068,1.0,0,0,1,0,4.867534450455582,360.0,0.0,1.0,8.50045386741194,1,0,0
327,LP002082,1.0,1,0,1,1,5.214935757608986,360.0,1.0,1.0,8.984443032465352,1,1,0
328,LP002086,0.0,1,0,1,0,4.700480365792417,360.0,1.0,0.0,8.822322177471738,1,0,1
329,LP002087,0.0,0,0,1,0,4.204692619390966,360.0,1.0,1.0,7.824046010856292,1,0,1
330,LP002097,1.0,0,1,1,0,4.762173934797756,360.0,1.0,1.0,8.728587995695898,1,0,1
331,LP002098,1.0,0,0,1,0,4.584967478670572,360.0,1.0,1.0,7.984462732262196,1,1,0
332,LP002100,1.0,0,0,1,0,4.2626798770413155,360.0,1.0,1.0,7.949091499830517,1,0,1
333,LP002101,1.0,1,0,1,0,5.8,180.0,1.0,1.0,9.8,5,0,1
334,LP002103,-1.0,1,1,1,1,5.204006687076795,180.0,1.0,1.0,9.364433907313582,2,0,1
335,LP002106,1.0,1,0,1,1,4.248495242049359,360.0,1.0,1.0,9.209640126861789,1,1,0
336,LP002110,1.0,1,1,1,0,5.075173815233827,360.0,1.0,1.0,8.689127655323706,1,0,0
337,LP002112,1.0,1,2,1,1,5.170483995038151,360.0,1.0,1.0,8.867850063029406,1,0,0
338,LP002113,0.0,0,3,0,0,4.844187086458591,360.0,0.0,0.0,7.512071245835466,1,0,1
339,LP002114,0.0,0,0,1,0,4.2626798770413155,360.0,1.0,1.0,8.333270353255308,1,1,0
340,LP002115,1.0,1,3,0,0,5.153291594497779,360.0,1.0,0.0,8.350902451694811,1,0,0
341,LP002116,0.0,0,0,1,0,3.828641396489095,360.0,1.0,0.0,7.774015077250727,1,0,0
342,LP002119,1.0,1,1,0,0,5.062595033026967,360.0,1.0,1.0,8.662677858158219,1,0,1
343,LP002126,1.0,1,3,0,0,4.30406509320417,360.0,1.0,1.0,8.062432791583195,1,1,0
344,LP002128,1.0,1,2,1,0,4.8283137373023015,360.0,1.0,1.0,8.499640032168648,1,0,0
345,LP002129,1.0,1,0,1,0,5.075173815233827,360.0,1.0,1.0,8.508555998020574,1,1,0
346,LP002130,1.0,1,0,0,0,5.0238805208462765,360.0,0.0,0.0,8.817742129574842,1,0,0
347,LP002131,1.0,1,2,0,0,4.836281906951478,360.0,1.0,1.0,8.566173813637858,1,0,1
348,LP002137,1.0,1,0,1,0,5.556828061699537,360.0,0.7,1.0,9.29798488182823,2,1,0
349,LP002138,1.0,1,0,1,0,5.231108616854587,360.0,1.0,1.0,9.090993614343617,1,0,0
350,LP002139,1.0,1,0,1,0,5.429345628954441,360.0,1.0,1.0,9.114159813502214,1,1,0
351,LP002140,1.0,0,0,1,0,5.730099782973574,360.0,1.0,0.0,9.466299552232016,2,0,0
352,LP002141,1.0,1,3,1,0,4.553876891600541,360.0,1.0,1.0,8.465689348549121,1,0,0
353,LP002142,0.0,1,0,1,1,4.653960350157523,360.0,0.0,0.0,8.612503371220562,1,0,0
354,LP002143,0.0,1,0,1,0,4.867534450455582,360.0,1.0,1.0,7.982074875081202,1,1,0
355,LP002144,0.0,0,0,1,0,4.7535901911063645,180.0,1.0,1.0,8.246171559857563,1,0,1
356,LP002149,1.0,1,2,1,0,5.10594547390058,360.0,1.0,1.0,9.350102314351341,2,0,0
357,LP002151,1.0,1,1,1,0,4.204692619390966,360.0,1.0,0.0,8.262300941787448,1,0,1
358,LP002158,1.0,1,0,0,0,4.605170185988092,480.0,0.0,0.0,8.448057452581375,1,0,1
359,LP002160,1.0,1,3,1,0,5.298317366548036,360.0,1.0,1.0,9.0280988119824,1,1,0
360,LP002161,0.0,0,1,1,0,4.394449154672439,360.0,1.0,0.0,8.460199469896118,1,1,0
361,LP002170,1.0,1,2,1,0,5.4638318050256105,360.0,1.0,1.0,9.067277989134345,1,1,0
362,LP002175,1.0,1,0,1,0,4.867534450455582,360.0,1.0,1.0,8.865452825753623,1,0,1
363,LP002178,1.0,1,0,1,0,4.553876891600541,300.0,0.7,1.0,8.707152175339404,1,0,1
364,LP002180,1.0,0,0,1,1,4.948759890378168,360.0,1.0,1.0,8.82790796297859,1,0,0
365,LP002181,1.0,0,0,0,0,4.890349128221754,360.0,1.0,0.0,8.734881892047483,1,0,0
366,LP002187,1.0,0,0,1,0,4.564348191467836,480.0,1.0,0.0,7.824046010856292,1,1,0
367,LP002188,1.0,0,0,1,0,4.820281565605037,360.0,0.0,0.0,8.541690663016626,1,0,0
368,LP002190,1.0,1,1,1,0,5.1647859739235145,360.0,1.0,1.0,8.752265313595721,1,1,0
369,LP002191,1.0,1,0,1,0,5.8,360.0,1.0,0.0,9.8,3,0,0
370,LP002194,0.0,0,0,1,1,4.007333185232471,360.0,1.0,1.0,9.665166909622071,2,1,0
371,LP002197,1.0,1,2,1,0,5.043425116919247,360.0,1.0,1.0,8.553525120663627,1,1,0
372,LP002201,1.0,1,2,1,1,5.8,300.0,1.0,1.0,9.752432077616172,2,0,0
373,LP002205,1.0,0,1,1,0,4.709530201312334,180.0,0.0,0.0,8.526945482858915,1,0,1
374,LP002209,0.0,0,0,1,0,4.700480365792417,360.0,1.0,1.0,8.348301054933943,1,0,1
375,LP002211,1.0,1,0,1,0,4.787491742782046,180.0,1.0,1.0,8.655214489313613,1,0,1
376,LP002219,1.0,1,3,1,0,4.867534450455582,360.0,1.0,1.0,9.52850315168155,2,0,0
377,LP002223,1.0,1,0,1,0,4.867534450455582,360.0,0.7,1.0,8.368693183097793,1,1,0
378,LP002224,1.0,0,0,1,0,4.2626798770413155,480.0,1.0,0.0,8.029107054619736,1,0,1
379,LP002225,1.0,1,2,1,0,4.867534450455582,360.0,1.0,1.0,8.592486175451668,1,0,1
380,LP002226,1.0,1,0,1,0,4.852030263919617,360.0,1.0,1.0,8.671286726753637,1,1,0
381,LP002229,1.0,0,0,1,0,5.69035945432406,360.0,1.0,1.0,9.227492430793749,2,1,0
382,LP002231,0.0,0,0,1,0,5.049856007249537,360.0,1.0,1.0,8.699514748210191,1,0,1
383,LP002234,1.0,0,0,1,1,4.852030263919617,360.0,1.0,1.0,8.877242435993919,1,0,1
384,LP002236,1.0,1,2,1,0,4.605170185988092,360.0,1.0,0.0,8.42639282708974,1,0,1
385,LP002237,1.0,0,1,1,0,4.727387818712341,180.0,1.0,1.0,8.207129168071326,1,0,1
386,LP002239,1.0,0,0,0,0,4.882801922586371,360.0,1.0,1.0,8.28045768658256,1,1,0
387,LP002243,1.0,1,0,0,0,4.844187086458591,360.0,0.0,0.0,8.72355674269043,1,0,1
388,LP002244,1.0,1,0,1,0,4.912654885736052,360.0,1.0,1.0,8.465899897028686,1,0,1
389,LP002250,1.0,1,0,1,0,4.8283137373023015,360.0,1.0,1.0,8.610319169405722,1,0,0
390,LP002255,1.0,0,3,1,0,5.220355825078324,360.0,1.0,1.0,9.123365357961776,1,0,0
391,LP002262,1.0,1,3,1,0,5.616771097666572,360.0,1.0,1.0,9.159468041602427,1,0,0
392,LP002263,1.0,1,0,1,0,4.787491742782046,360.0,0.7,1.0,8.454892165218858,1,0,1
393,LP002265,1.0,1,2,0,0,4.727387818712341,180.0,1.0,1.0,8.193676665955241,1,1,0
394,LP002266,1.0,1,2,1,0,4.727387818712341,360.0,1.0,1.0,8.411832675758411,1,0,1
395,LP002272,1.0,1,2,1,0,4.90527477843843,360.0,0.7,1.0,8.23217423638394,1,1,0
396,LP002277,0.0,0,0,1,0,4.2626798770413155,360.0,0.0,0.0,8.064636475774222,1,0,1
397,LP002281,1.0,1,0,1,0,4.553876891600541,360.0,1.0,1.0,8.410053315858335,1,0,1
398,LP002284,1.0,0,0,0,0,4.6913478822291435,360.0,1.0,1.0,8.624791202014256,1,0,0
399,LP002287,0.0,0,0,1,0,4.634728988229636,360.0,0.0,0.0,8.101677747454572,1,1,0
400,LP002288,1.0,1,2,0,0,3.8066624897703196,180.0,0.0,0.0,7.968665700466235,1,0,1
401,LP002296,1.0,0,0,0,0,4.174387269895637,300.0,1.0,0.0,7.9211727215870145,1,0,0
402,LP002297,1.0,0,0,1,0,4.634728988229636,360.0,1.0,1.0,9.8,3,1,0
403,LP002300,0.0,0,0,0,0,3.970291913552122,360.0,1.0,1.0,7.5822291942764615,1,1,0
404,LP002301,0.0,0,0,1,1,5.267858159063328,360.0,1.0,0.0,8.914760527397261,1,0,0
405,LP002305,0.0,0,0,1,0,4.74493212836325,360.0,1.0,1.0,8.42222295382501,1,1,0
406,LP002308,1.0,1,0,0,0,4.74493212836325,360.0,1.0,1.0,8.426611813185,1,0,1
407,LP002314,0.0,0,0,0,0,4.189654742026425,360.0,1.0,1.0,7.70210434005105,1,0,0
408,LP002315,1.0,1,1,1,0,5.0238805208462765,300.0,0.0,0.0,9.02401079378469,1,1,0
409,LP002317,1.0,1,3,1,0,5.8,360.0,0.0,0.0,9.8,5,0,0
410,LP002318,0.0,0,1,0,1,4.127134385045092,360.0,1.0,0.0,8.260234291607297,1,1,0
411,LP002319,1.0,1,0,1,0,5.075173815233827,360.0,0.7,1.0,8.741296282225147,1,0,1
412,LP002328,1.0,1,0,0,0,5.384495062789089,360.0,0.0,0.0,8.715388097366482,1,0,0
413,LP002332,1.0,1,0,0,0,4.700480365792417,360.0,1.0,1.0,8.363109176033522,1,0,0
414,LP002335,0.0,1,0,0,0,5.181783550292085,360.0,0.0,0.0,8.591558273371545,1,1,0
415,LP002337,0.0,0,0,1,0,4.0943445622221,360.0,1.0,1.0,8.00469951054955,1,0,1
416,LP002341,0.0,0,1,1,0,5.075173815233827,360.0,1.0,0.0,7.8632667240095735,1,0,1
417,LP002342,1.0,1,2,1,1,5.476463551931511,360.0,1.0,0.0,9.8,3,0,1
418,LP002345,1.0,1,0,1,0,4.718498871295094,360.0,1.0,1.0,8.242229891372231,1,0,0
419,LP002347,1.0,1,0,1,0,4.927253685157205,360.0,1.0,1.0,8.44741429680832,1,1,0
420,LP002348,1.0,1,0,1,0,4.927253685157205,360.0,1.0,1.0,8.67060073804555,1,0,0
421,LP002357,0.0,0,0,0,0,4.382026634673881,360.0,0.0,0.0,7.908387159290043,1,0,1
422,LP002361,1.0,1,0,1,0,4.605170185988092,360.0,1.0,1.0,8.171599480345463,1,0,1
423,LP002362,1.0,1,1,1,0,4.700480365792417,360.0,0.0,0.0,9.095714846134879,1,0,1
424,LP002364,1.0,1,0,1,0,4.564348191467836,360.0,1.0,1.0,9.607773308387083,2,1,0
425,LP002366,1.0,1,0,1,0,4.795790545596741,360.0,1.0,1.0,8.848796450925947,1,0,0
426,LP002367,0.0,0,1,0,0,4.394449154672439,360.0,1.0,0.0,8.43511508038063,1,0,0
427,LP002368,1.0,1,2,1,0,4.890349128221754,360.0,1.0,1.0,8.688622307043769,1,1,0
428,LP002369,1.0,1,0,1,0,4.465908118654584,360.0,1.0,1.0,7.984844261119869,1,0,0
429,LP002370,1.0,0,0,0,0,4.0943445622221,180.0,1.0,1.0,7.907283609426348,1,0,1
430,LP002377,0.0,0,1,1,1,5.0106352940962555,360.0,1.0,1.0,9.06230429314878,1,1,0
431,LP002379,1.0,0,0,1,0,4.653960350157523,360.0,0.0,0.0,8.779557455883728,1,0,0
432,LP002386,1.0,0,0,1,0,5.8,360.0,1.0,1.0,9.463120392418698,2,1,0
433,LP002387,1.0,1,0,1,0,4.962844630259907,360.0,1.0,1.0,8.469052816088302,1,1,0
434,LP002390,1.0,0,0,1,0,4.605170185988092,360.0,1.0,1.0,8.229511118964457,1,0,1
435,LP002393,0.0,1,0,1,0,5.465729477297891,240.0,1.0,1.0,9.215029361462314,2,1,0
436,LP002398,1.0,0,0,1,0,3.912023005428146,360.0,1.0,1.0,8.236685322712457,1,1,0
437,LP002401,1.0,1,0,1,0,4.844187086458591,360.0,1.0,1.0,8.11312710422178,1,0,1
438,LP002403,1.0,0,0,1,1,5.231108616854587,360.0,0.0,0.0,9.251098364448351,2,0,1
439,LP002407,0.0,1,0,0,1,4.927253685157205,360.0,1.0,1.0,8.873748128154395,1,0,0
440,LP002408,1.0,0,0,1,0,5.231108616854587,360.0,1.0,1.0,9.07383312732152,1,1,0
441,LP002409,1.0,1,0,1,0,5.19295685089021,360.0,1.0,1.0,9.1833801903934,1,0,0
442,LP002418,1.0,0,3,0,0,4.997212273764115,360.0,1.0,1.0,8.809862805379057,1,1,0
443,LP002422,1.0,0,1,1,0,5.0238805208462765,360.0,1.0,1.0,9.8,4,1,0
444,LP002424,1.0,1,0,1,0,5.1647859739235145,300.0,0.7,1.0,9.659248037927183,2,0,0
445,LP002429,1.0,1,1,1,1,4.867534450455582,360.0,1.0,1.0,8.450198322591959,1,0,0
446,LP002434,1.0,1,2,0,0,4.700480365792417,360.0,1.0,1.0,8.445052513638554,1,0,0
447,LP002435,1.0,1,0,1,0,4.007333185232471,360.0,1.0,0.0,8.500047032581268,1,0,0
448,LP002443,1.0,1,2,1,0,5.0106352940962555,360.0,0.0,0.0,8.527143522269405,1,0,0
449,LP002444,1.0,0,1,0,1,5.247024072160486,360.0,0.7,0.0,8.368925174747135,1,1,0
450,LP002446,1.0,1,2,0,0,4.8283137373023015,360.0,0.0,0.0,8.1786387885907,1,0,0
451,LP002447,1.0,1,2,0,0,4.0943445622221,300.0,0.7,1.0,8.135639903354386,1,0,1
452,LP002448,1.0,1,0,1,0,5.003946305945459,360.0,0.0,0.0,8.644882552557126,1,0,0
453,LP002449,1.0,1,0,1,0,4.499809670330265,180.0,0.0,1.0,8.506940814951886,1,0,0
454,LP002453,1.0,0,0,1,1,4.430816798843313,360.0,1.0,1.0,8.865735152124781,1,1,0
455,LP002455,1.0,1,2,1,0,4.564348191467836,360.0,1.0,1.0,8.258163361537619,1,1,0
456,LP002459,1.0,1,0,1,0,4.770684624465665,360.0,1.0,1.0,8.366602832783736,1,0,1
457,LP002467,1.0,1,0,1,0,5.153291594497779,360.0,1.0,0.0,8.744647438317532,1,0,1
458,LP002472,1.0,0,2,1,0,4.912654885736052,360.0,1.0,1.0,8.378850241794492,1,0,0
459,LP002473,1.0,1,0,1,0,5.075173815233827,360.0,1.0,0.0,9.0280988119824,1,1,0
460,LP002478,-1.0,1,0,1,1,5.075173815233827,360.0,0.7,1.0,8.726805608446096,1,1,0
461,LP002484,1.0,1,3,1,0,4.852030263919617,180.0,1.0,1.0,8.954156966583772,1,0,1
462,LP002487,1.0,1,0,1,0,5.030437921392435,360.0,1.0,1.0,8.556990661290303,1,0,0
463,LP002489,0.0,0,1,0,0,4.882801922586371,360.0,1.0,1.0,8.55468163582723,1,1,0
464,LP002493,1.0,0,0,1,0,4.584967478670572,360.0,0.0,0.0,8.334711621820917,1,1,0
465,LP002494,1.0,0,0,1,0,4.941642422609304,360.0,1.0,1.0,8.699514748210191,1,0,0
466,LP002500,1.0,1,3,0,0,4.248495242049359,180.0,0.0,0.0,8.436200032206706,1,0,1
467,LP002501,-1.0,1,0,1,0,4.700480365792417,360.0,1.0,1.0,9.722684841711443,2,1,0
468,LP002502,0.0,1,2,0,0,4.584967478670572,360.0,1.0,1.0,8.047829357457841,1,1,0
469,LP002505,1.0,1,0,1,0,4.700480365792417,360.0,1.0,0.0,8.822322177471738,1,0,1
470,LP002515,1.0,1,1,1,1,5.087596335232384,360.0,1.0,1.0,8.617762246337932,1,1,0
471,LP002517,1.0,1,1,0,0,4.727387818712341,180.0,0.0,0.0,8.331586243630754,1,0,0
472,LP002519,1.0,1,3,1,0,4.605170185988092,360.0,1.0,1.0,8.453401058328458,1,1,0
473,LP002522,0.0,0,0,1,1,4.532599493153256,360.0,0.7,1.0,7.824046010856292,1,0,1
474,LP002524,1.0,0,2,1,0,5.087596335232384,360.0,1.0,1.0,9.228180290104513,2,0,0
475,LP002527,1.0,1,2,1,1,5.0106352940962555,360.0,1.0,1.0,9.772182251758139,2,0,0
476,LP002529,1.0,1,2,1,0,5.438079308923196,300.0,1.0,1.0,9.041921720351219,1,1,0
477,LP002530,-1.0,1,2,1,0,4.882801922586371,360.0,0.0,0.0,8.464846711044029,1,1,0
478,LP002531,1.0,1,1,1,1,4.454347296253507,360.0,1.0,1.0,9.8,2,1,0
479,LP002533,1.0,1,2,1,0,4.844187086458591,360.0,1.0,0.0,8.422882511944996,1,0,1
480,LP002534,0.0,0,0,0,0,5.0369526024136295,360.0,1.0,1.0,8.37793112408273,1,0,0
481,LP002536,1.0,1,3,0,0,4.727387818712341,360.0,1.0,1.0,8.037543185118697,1,0,0
482,LP002537,1.0,1,0,1,0,4.852030263919617,360.0,1.0,1.0,8.562740006372207,1,1,0
483,LP002541,1.0,1,0,1,0,5.455321115357702,360.0,1.0,1.0,9.290352309945568,2,1,0
484,LP002543,1.0,1,2,1,0,5.5053315359323625,360.0,1.0,1.0,9.027978814382207,1,1,0
485,LP002544,1.0,1,1,0,0,4.875197323201151,360.0,1.0,1.0,8.387995252944556,1,0,0
486,LP002545,1.0,0,2,1,0,4.382026634673881,360.0,0.0,0.0,8.173857454773621,1,0,0
487,LP002547,1.0,1,1,1,0,5.8,360.0,1.0,0.0,9.8,2,0,1
488,LP002555,1.0,1,2,1,1,5.075173815233827,360.0,1.0,1.0,8.804775258867686,1,1,0
489,LP002556,1.0,0,0,1,0,4.31748811353631,360.0,1.0,0.0,7.79770203551669,1,0,1
490,LP002560,1.0,0,0,0,0,4.564348191467836,360.0,0.7,1.0,8.609590040682205,1,1,0
491,LP002562,1.0,1,1,0,0,5.225746673713202,360.0,0.7,1.0,8.774003600200931,1,0,1
492,LP002571,1.0,0,0,0,0,4.700480365792417,360.0,1.0,1.0,8.213652703029998,1,0,0
493,LP002582,0.0,0,0,0,1,5.41610040220442,360.0,1.0,1.0,9.756320761816548,2,1,0
494,LP002585,1.0,1,0,1,0,4.77912349311153,360.0,0.0,0.0,8.657650544111494,1,0,0
495,LP002586,0.0,1,1,1,0,4.653960350157523,84.0,1.0,1.0,8.352082671352637,1,1,0
496,LP002587,1.0,1,0,0,0,4.672828834461906,360.0,1.0,1.0,8.366370301681654,1,0,0
497,LP002588,1.0,1,0,1,0,4.709530201312334,12.0,0.7,1.0,8.920255414908091,1,0,1
498,LP002600,1.0,1,1,1,1,4.553876891600541,360.0,1.0,1.0,7.970740390007095,1,1,0
499,LP002602,1.0,0,0,1,0,5.342334251964811,360.0,0.0,0.0,9.277905558138606,2,0,0
500,LP002603,0.0,0,0,1,0,4.727387818712341,480.0,1.0,1.0,8.372860820526318,1,0,0
501,LP002606,0.0,0,0,1,0,4.605170185988092,360.0,1.0,1.0,8.058010800802085,1,1,0
502,LP002615,1.0,1,2,1,0,5.337538079701318,360.0,1.0,1.0,9.258082367961604,2,1,0
503,LP002618,1.0,1,1,0,0,4.927253685157205,360.0,0.7,0.0,9.143345503151904,1,0,0
504,LP002619,1.0,1,0,0,0,4.820281565605037,300.0,1.0,1.0,8.574895901544526,1,1,0
505,LP002622,1.0,1,2,1,0,5.493061443340548,360.0,1.0,1.0,8.97790377375038,1,0,0
506,LP002624,1.0,1,0,1,0,5.8,360.0,0.7,1.0,9.8,3,0,1
507,LP002625,-1.0,0,0,1,0,4.564348191467836,360.0,1.0,0.0,8.183955717304954,1,0,1
508,LP002626,1.0,1,0,1,1,5.236441962829949,360.0,1.0,1.0,8.61104776688786,1,0,1
509,LP002634,0.0,0,1,1,0,3.8,360.0,1.0,1.0,9.492658081928813,2,0,1
510,LP002637,1.0,0,0,0,0,4.605170185988092,360.0,1.0,0.0,8.493924564476883,1,0,0
511,LP002640,1.0,1,1,1,0,5.521460917862246,360.0,1.0,1.0,8.995784837848506,1,1,0
512,LP002643,1.0,1,2,1,0,4.997212273764115,360.0,1.0,1.0,8.578852571802965,1,0,1
513,LP002648,1.0,1,0,1,0,4.248495242049359,180.0,1.0,0.0,9.082052351674651,1,1,0
514,LP002652,1.0,0,0,1,0,5.739792912179234,360.0,1.0,0.0,9.15704507491796,1,0,0
515,LP002659,1.0,1,3,1,0,5.0106352940962555,360.0,1.0,1.0,8.83840674707681,1,0,0
516,LP002670,0.0,1,2,1,0,4.727387818712341,480.0,1.0,1.0,8.206037762778815,1,1,0
517,LP002682,1.0,1,0,0,0,4.812184355372417,360.0,0.0,0.0,8.491670234185152,1,1,0
518,LP002683,1.0,0,0,1,0,5.220355825078324,360.0,1.0,0.0,8.794521851788527,1,1,0
519,LP002684,0.0,0,0,0,0,4.553876891600541,360.0,1.0,0.0,8.131530710604252,1,0,0
520,LP002689,1.0,1,2,0,0,3.8066624897703196,360.0,1.0,1.0,8.277411998949004,1,1,0
521,LP002690,1.0,0,0,1,0,4.007333185232471,360.0,1.0,1.0,7.824046010856292,1,1,0
522,LP002692,1.0,1,3,1,1,4.605170185988092,360.0,1.0,1.0,8.867990898182093,1,0,0
523,LP002693,1.0,1,2,1,1,5.8,360.0,1.0,1.0,9.623376745580666,2,0,0
